Constituency_No,Constituency_Name,Constituency_Type,Total_Electors,Candidate_S_No,Candidate_Name,Gender,Age,Category,Party,Symbol,General_Votes,Postal_Votes,Total_Votes,Percentage_of_Valid_Votes,Percentage_of_Total_Electors,Turnout_General,Turnout_Postal,Turnout_Total,Turnout_Percentage
64,ROHTAS NAGAR,GENERAL,219836,5,NOTA,,,NOTA,NOTA,628,2,630,0.44,0.29,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,6,VIKAS TYAGI,MALE,41,GENERAL,IND,Gas cylinder,548,2,550,0.38,0.25,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,7,SURENDER SINGH VISHWAKARMA,MALE,46,GENERAL,ASPKR,Kettle,172,2,174,0.12,0.08,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,8,ABHISHEK,MALE,31,GENERAL,NCP,Clock,91,0,91,0.06,0.04,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,9,SURESH PAL JAINTH,MALE,60,SC,IND,Camera,72,0,72,0.05,0.03,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,10,NASEEM USMAN,FEMALE,46,GENERAL,BHLBP,Dustbin,63,0,63,0.04,0.03,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,11,PANKAJ GUPTA,MALE,31,GENERAL,SPRP,Scissors,54,0,54,0.04,0.02,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,12,AKESHAN DUT,MALE,31,GENERAL,BRRTD,Pressure cooker,48,0,48,0.03,0.02,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,13,NITIN MITTAL,MALE,39,GENERAL,IND,Wallet,45,0,45,0.03,0.02,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,14,AMIT KUMAR SHARMA,MALE,48,GENERAL,SJVP,Apple,42,1,43,0.03,0.02,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,15,SANJEEV KUMAR,MALE,45,SC,JNSMHP,Bucket,34,1,35,0.02,0.02,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,16,SUBHASH CHAND GUPTA,MALE,48,GENERAL,BhaRP,Whistle,30,0,30,0.02,0.01,143463,854,144317,65.65
65,SEELAM PUR,GENERAL,193741,1,CHAUDHARY ZUBAIR AHMAD,MALE,44,GENERAL,AAAP,Broom,78866,143,79009,59.21,40.78,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,2,ANIL KUMAR SHARMA (GAUR),MALE,53,GENERAL,BJP,Lotus,36353,179,36532,27.38,18.86,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,3,ABDUL REHMAN,MALE,58,GENERAL,INC,Hand,16524,27,16551,12.4,8.54,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,4,DEEPAK KUMAR,MALE,39,SC,BSP,Elephant,415,7,422,0.32,0.22,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,5,NOTA,,,NOTA,NOTA,353,2,355,0.27,0.18,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,6,SHABANA,FEMALE,43,GENERAL,RTPP,Battery Torch,177,0,177,0.13,0.09,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,7,MOHD NAZIR,MALE,57,GENERAL,RPPRINAT,Coconut farm,107,0,107,0.08,0.06,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,8,MOHD SHAFI,MALE,32,GENERAL,IND,Table,72,0,72,0.05,0.04,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,9,SUMAN SHARMA,FEMALE,44,GENERAL,SJVP,Apple,50,0,50,0.04,0.03,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,10,SYED MUNEEB,MALE,37,GENERAL,IND,Room cooler,46,0,46,0.03,0.02,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,11,RAHISUDDIN AHMAD,MALE,59,GENERAL,IND,Auto-rickshaw,44,0,44,0.03,0.02,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,12,MOHD ZUBAIR MALIK,MALE,32,GENERAL,IND,Cot,29,0,29,0.02,0.01,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,13,S. M. AQIF,MALE,29,GENERAL,IND,Telephone,24,0,24,0.02,0.01,133082,358,133440,68.88
65,SEELAM PUR,GENERAL,193741,14,ISLAUDDIN,MALE,46,GENERAL,IND,Camera,22,0,22,0.02,0.01,133082,358,133440,68.88
66,GHONDA,GENERAL,229547,1,AJAY MAHAWAR,MALE,53,GENERAL,BJP,Lotus,79706,281,79987,56.96,34.85,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,2,GAURAV SHARMA,MALE,38,GENERAL,AAAP,Broom,53828,101,53929,38.41,23.49,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,3,BHISHAM SHARMA,MALE,64,GENERAL,INC,Hand,4859,24,4883,3.48,2.13,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,4,NOTA,,,NOTA,NOTA,587,1,588,0.42,0.26,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,5,SUNDER LOHIYA,MALE,61,GENERAL,BSP,Elephant,448,6,454,0.32,0.2,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,6,GAURAV SHARMA,MALE,33,GENERAL,IND,Battery Torch,277,2,279,0.2,0.12,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,7,BABITA,FEMALE,42,GENERAL,YBRP,Bat,114,0,114,0.08,0.05,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,8,SHUBHAM,MALE,29,GENERAL,RTORP,Pressure cooker,84,0,84,0.06,0.04,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,9,ANIL SINGH,MALE,44,SC,SJVP,Apple,56,0,56,0.04,0.02,140003,417,140420,61.17
66,GHONDA,GENERAL,229547,10,ADVOCATE MEHAK DOGRA,FEMALE,30,GENERAL,NCP,Clock,44,2,46,0.03,0.02,140003,417,140420,61.17
67,BABARPUR,GENERAL,216616,1,GOPAL RAI,MALE,49,GENERAL,AAAP,Broom,76031,161,76192,53.19,35.17,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,2,ANIL KUMAR VASHISHT,MALE,63,GENERAL,BJP,Lotus,56758,440,57198,39.93,26.41,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,3,MOHD ISHRAQ KHAN,MALE,64,GENERAL,INC,Hand,8777,20,8797,6.14,4.06,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,4,NOTA,,,NOTA,NOTA,471,3,474,0.33,0.22,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,5,MD NAZIR,MALE,51,GENERAL,AaSaP,Battery Torch,201,0,201,0.14,0.09,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,6,MOHAMMAD ABDULLAH ANSARI,MALE,28,GENERAL,IND,Gas cylinder,124,0,124,0.09,0.06,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,7,BHUPENDER YADAV,MALE,39,GENERAL,JHD,Shoe,93,0,93,0.06,0.04,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,8,SHIV KUMAR(KAKE),MALE,60,GENERAL,SPRP,Scissors,89,0,89,0.06,0.04,142619,625,143244,66.13
67,BABARPUR,GENERAL,216616,9,MANOJ KUMAR,MALE,53,GENERAL,ABHSLP,Triangle,75,1,76,0.05,0.04,142619,625,143244,66.13
68,GOKALPUR,SC,241729,1,SURENDRA KUMAR,MALE,57,SC,AAAP,Broom,80086,418,80504,48.48,33.3,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,2,PRAVEEN NIMESH,MALE,43,SC,BJP,Lotus,71764,533,72297,43.54,29.91,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,3,ISHWAR SINGH,MALE,59,SC,INC,Hand,5840,65,5905,3.56,2.44,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,4,ARVIND KUMAR,MALE,40,SC,ASPKR,Kettle,3049,37,3086,1.86,1.28,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,5,LAL SINGH,MALE,61,SC,BSP,Elephant,2518,44,2562,1.54,1.06,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,6,NOTA,,,NOTA,NOTA,589,12,601,0.36,0.25,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,7,ATUL KUMAR,MALE,38,SC,SBNP,Television,335,4,339,0.2,0.14,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,8,DHARAMVIR SINGH,MALE,52,SC,PPID,"Basket containing Fruits",193,2,195,0.12,0.08,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,9,BIR SAIN,MALE,61,SC,BSKP,Gas cylinder,145,0,145,0.09,0.06,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,10,SURESHPAL JAINTH,MALE,60,SC,IND,Room cooler,130,3,133,0.08,0.06,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,11,MANJEET SINGH,MALE,45,SC,JNSMHP,Bucket,125,4,129,0.08,0.05,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,12,CHARAN SINGH MALIYAN,MALE,62,SC,RTORP,Pressure cooker,91,0,91,0.05,0.04,164929,1122,166051,68.69
68,GOKALPUR,SC,241729,13,JAGDISH,MALE,44,SC,NCP,Clock,64,0,64,0.04,0.03,164929,1122,166051,68.69
69,MUSTAFABAD,GENERAL,290851,1,MOHAN SINGH BISHT,MALE,67,GENERAL,BJP,Lotus,84888,327,85215,42.36,29.3,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,2,ADEEL AHMAD KHAN,MALE,42,GENERAL,AAAP,Broom,67511,126,67637,33.62,23.25,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,3,MOHD. TAHIR HUSSAIN,MALE,47,GENERAL,AIMIM,Kite,33467,7,33474,16.64,11.51,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,4,ALI MEHDI,MALE,40,GENERAL,INC,Hand,11732,31,11763,5.85,4.04,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,5,ASHOK KUMAR,MALE,37,SC,BSP,Elephant,1201,22,1223,0.61,0.42,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,6,NOTA,,,NOTA,NOTA,451,4,455,0.23,0.16,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,7,DHARAM PAL,MALE,50,GENERAL,BSKP,Battery Torch,391,0,391,0.19,0.13,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,8,ASHA CHAUDHARY,FEMALE,44,GENERAL,BSKRP,Auto-rickshaw,236,0,236,0.12,0.08,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,9,SAGAR TANHA,MALE,42,GENERAL,PECP,"Boat with man and sail",227,0,227,0.11,0.08,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,10,VISHAL,MALE,28,SC,PPID,"Basket containing Fruits",191,1,192,0.1,0.07,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,11,MOHD USMAN BAKHSH,MALE,60,GENERAL,RJ,Scissors,151,0,151,0.08,0.05,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,12,JITENDER KUMAR,MALE,50,GENERAL,IND,Capsicum,122,0,122,0.06,0.04,200643,518,201161,69.16
69,MUSTAFABAD,GENERAL,290851,13,NASIRUDDIN GAURI,MALE,70,GENERAL,RTPP,Computer,75,0,75,0.04,0.03,200643,518,201161,69.16
70,KARAWAL NAGAR,GENERAL,311465,1,KAPIL MISHRA,MALE,44,GENERAL,BJP,Lotus,106963,404,107367,53.39,34.47,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,2,MANOJ KUMAR TYAGI,MALE,47,GENERAL,AAAP,Broom,83843,169,84012,41.78,26.97,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,3,DR. P.K. MISHRA,MALE,59,GENERAL,INC,Hand,3908,13,3921,1.95,1.26,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,4,DEVENDRA BHAIYA,MALE,41,GENERAL,BSP,Elephant,1876,11,1887,0.94,0.61,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,5,AJAY SINGH NEGI,MALE,35,GENERAL,IND,Diamond,1002,4,1006,0.5,0.32,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,6,NOTA,,,NOTA,NOTA,706,3,709,0.35,0.23,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,7,H.M. HASHIM MALIK,MALE,57,GENERAL,SDPI,Gas cylinder,491,0,491,0.24,0.16,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,8,ASHOK AGARWAL,MALE,72,GENERAL,CPI(M),"Hammer, Sickle and Star",456,1,457,0.23,0.15,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,9,PRAKASH CHAND,MALE,75,SC,BHUDRP,Battery Torch,278,0,278,0.14,0.09,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,10,YOGESH SWAMY,MALE,40,GENERAL,IND,Plastering trowel,228,1,229,0.11,0.07,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,11,VISHAL SHARMA,MALE,26,GENERAL,IND,School bag,173,0,173,0.09,0.06,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,12,SANJAY MISHRA (SITARAM),MALE,54,GENERAL,NCP,Clock,165,0,165,0.08,0.05,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,13,SEEMA,FEMALE,43,SC,PPID,"Basket containing Fruits",128,0,128,0.06,0.04,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,14,NEERAJ,MALE,39,GENERAL,NIUP,Water tank,100,0,100,0.05,0.03,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,15,YOGENDER,MALE,58,GENERAL,BSKRP,Auto-rickshaw,89,1,90,0.04,0.03,200476,608,201084,64.56
70,KARAWAL NAGAR,GENERAL,311465,16,SANDHIYA TIWARI,FEMALE,43,GENERAL,ABHSLP,Triangle,70,1,71,0.04,0.02,200476,608,201084,64.56
